City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
451,Qidong,CN,31.8128,121.6561,63.93,62,100,4.18,overcast clouds
452,Repnoye,RU,51.5921,43.1861,52.38,87,61,7.49,light rain
453,Patan,NP,27.6667,85.3333,73.78,88,40,3.44,scattered clouds
454,Mnogovershinnyy,RU,53.9353,139.9242,28.62,98,100,9.98,snow
455,Aklavik,CA,68.2191,-135.0107,24.3,80,100,12.55,overcast clouds
456,Canton,CN,23.1167,113.25,73.35,90,100,5.3,overcast clouds
457,Savannah Bight,HN,16.45,-85.85,79.92,65,5,4.56,clear sky
458,Bowen,AU,-20.0167,148.2333,74.07,77,65,3.62,broken clouds
459,Fenoarivo,MG,-18.933,47.4354,60.87,82,20,8.05,few clouds
460,Chegdomyn,RU,51.1167,133.0167,38.61,88,86,1.63,overcast clouds
461,Sabirabad,AZ,40.0095,48.4752,63.73,62,32,11.36,scattered clouds
462,Marivan,IR,35.5219,46.176,60.48,39,0,0.43,clear sky
463,Gemena,CD,3.25,19.7667,73.76,88,97,3.58,overcast clouds
464,Samana,DO,19.2056,-69.3369,85.96,74,40,11.5,scattered clouds
465,Vojens,DK,55.2464,9.306,58.51,62,75,18.41,broken clouds
466,Ginda,IN,30.6945,78.4932,68.07,25,0,7.83,clear sky
467,Onega,RU,63.9061,38.1404,45.99,87,94,5.93,overcast clouds
468,Bouza,NE,14.4229,6.0428,103.44,7,42,7.25,scattered clouds
469,Benguela,AO,-12.5763,13.4055,76.57,82,5,3.8,clear sky
470,Kaeo,NZ,-35.1,173.7833,53.33,94,32,5.32,scattered clouds
471,Garden City,US,42.3256,-83.331,85.3,51,40,12.66,scattered clouds
472,San Cristobal,VE,7.7669,-72.225,82.58,49,99,8.41,overcast clouds
473,Yevlax,AZ,40.6089,47.1492,69.78,56,0,4.61,clear sky
474,Sangmelima,CM,2.9333,11.9833,72.75,96,63,2.77,light rain
475,Paka,MY,4.6374,103.4368,80.46,86,100,2.82,overcast clouds
476,Taoudenni,ML,22.6783,-3.9836,100.49,7,12,20.38,few clouds
477,Priladozhskiy,RU,59.85,31.4833,50.5,63,23,7.67,few clouds
478,Conde,BR,-7.2597,-34.9075,83.66,79,75,13.8,broken clouds
479,Mastic Beach,US,40.7668,-72.8521,74.41,91,96,7.0,overcast clouds
480,Elat,IL,29.5581,34.9482,96.64,16,57,5.75,dust
481,Kodama,JP,36.1833,139.1333,61.93,66,100,5.84,overcast clouds
482,Karratha,AU,-20.7377,116.8463,75.09,55,2,9.98,clear sky
483,Broome,US,42.2506,-75.833,79.2,59,75,10.0,broken clouds
484,Northam,GB,51.0333,-4.2167,60.66,78,34,6.58,scattered clouds
485,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.61,50,4,15.68,clear sky
486,Talara,PE,-4.5772,-81.2719,79.56,57,0,16.11,clear sky
487,Warrnambool,AU,-38.3833,142.4833,56.8,90,0,13.06,clear sky
488,Ambilobe,MG,-13.2,49.05,71.49,77,0,3.69,clear sky
489,Bathsheba,BB,13.2167,-59.5167,82.76,65,89,17.56,overcast clouds
490,Zeya,RU,53.75,127.2667,38.66,56,5,9.91,clear sky
491,Obsharovka,RU,53.125,48.8531,52.18,81,73,7.61,broken clouds
492,Cap Malheureux,MU,-19.9842,57.6142,73.47,72,2,5.01,clear sky
493,Xingyi,CN,24.1877,102.817,60.19,95,12,2.8,few clouds
494,La Grande,US,45.3246,-118.0877,50.0,95,100,4.52,light rain
495,Koslan,RU,63.4564,48.8989,50.92,86,81,1.59,light rain
496,Subirana,HN,15.2,-87.45,80.62,20,26,4.21,scattered clouds
497,Pangnirtung,CA,66.1451,-65.7125,21.0,86,14,4.59,few clouds
498,Ugoofaaru,MV,5.6667,73.0,80.19,83,100,14.7,overcast clouds
499,Guanica,PR,17.9716,-66.908,87.13,72,81,20.87,broken clouds
500,Kalmunai,LK,7.4167,81.8167,79.75,85,100,7.85,overcast clouds
501,Hailar,CN,49.2,119.7,45.86,50,85,9.15,overcast clouds
502,Nangong,CN,37.3581,115.3744,59.29,32,17,6.67,few clouds
503,Odesskoye,RU,54.2111,72.9651,60.62,56,61,10.04,broken clouds
504,Nanyang,CN,32.9947,112.5328,55.38,74,100,6.35,moderate rain
505,Kenai,US,60.5544,-151.2583,44.65,48,0,17.27,clear sky
506,Bhatkal,IN,13.9667,74.5667,82.9,80,100,8.28,overcast clouds
507,Huarmey,PE,-10.0681,-78.1522,70.81,71,15,10.09,few clouds
508,Piacabucu,BR,-10.4056,-36.4344,80.19,82,92,10.33,light rain
509,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,87.67,62,91,4.45,overcast clouds
510,Bodinayakkanur,IN,10.0167,77.35,77.47,87,94,6.51,overcast clouds
511,Gusinoye Ozero,RU,51.1144,106.2614,52.03,30,32,5.82,scattered clouds
512,Aleksandrovskoye,RU,44.7142,43.0008,61.72,80,76,2.48,moderate rain
513,Pangoa,PE,-12.1167,-73.0,86.23,48,15,4.03,few clouds
514,Nemuro,JP,43.3236,145.575,45.28,72,100,19.91,overcast clouds
515,Kualakapuas,ID,-3.0091,114.3876,77.38,90,100,2.04,light rain
516,Noshiro,JP,40.2039,140.0242,52.74,81,95,17.56,overcast clouds
517,Dunedin,NZ,-45.8742,170.5036,47.8,85,100,1.03,overcast clouds
518,Kishtwar,IN,33.3167,75.7667,65.53,35,50,6.46,scattered clouds
519,Champerico,GT,14.3,-91.9167,91.94,64,77,8.14,broken clouds
520,Mwinilunga,ZM,-11.7358,24.4293,63.14,57,1,4.03,clear sky
521,Mecca,SA,21.4267,39.8261,92.68,29,0,2.86,clear sky
522,Farafangana,MG,-22.8167,47.8333,71.1,73,9,5.66,clear sky
523,Igrim,RU,63.1906,64.4162,48.96,75,20,8.3,few clouds
524,Zhetysay,KZ,40.7333,68.3,62.01,79,97,4.68,overcast clouds
525,Taiyuan,CN,37.8694,112.5603,48.06,71,0,4.47,clear sky
526,Powell River,CA,49.8496,-124.5361,49.33,71,98,3.96,overcast clouds
527,Oranjestad,AW,12.524,-70.027,80.56,85,95,26.44,overcast clouds
528,La Carolina,ES,38.2756,-3.6153,84.72,25,46,13.44,scattered clouds
529,Amahai,ID,-3.3333,128.9167,78.89,85,100,5.03,overcast clouds
530,Praya,CV,14.9215,-23.5087,86.54,39,0,29.93,clear sky
531,Thaba-Tseka,LS,-29.522,28.6084,48.16,48,76,4.88,broken clouds
532,Mantua,IT,45.1667,10.7833,83.08,57,9,1.99,clear sky
533,Nome,US,64.5011,-165.4064,32.07,74,0,0.0,clear sky
534,Togur,RU,58.3631,82.8265,63.43,40,88,6.73,overcast clouds
535,Progreso,MX,21.2833,-89.6667,89.71,53,0,10.8,clear sky
536,Fonte Boa,BR,-2.4959,-66.2662,81.59,91,66,3.58,broken clouds
537,Vannes,FR,47.8333,-2.5,75.81,68,100,9.15,overcast clouds
538,Broken Hill,AU,-31.95,141.4333,61.65,57,99,7.43,overcast clouds
539,Chengzihe,CN,45.3333,131.0667,40.46,85,30,6.87,scattered clouds
540,Abyek,IR,36.0667,50.55,61.11,26,0,4.36,clear sky
541,Hambantota,LK,6.1241,81.1185,78.35,89,100,25.99,overcast clouds
542,Chicama,PE,-7.8447,-79.1469,64.94,62,88,8.21,overcast clouds
543,Bilibino,RU,68.0546,166.4372,33.1,99,100,7.92,snow
544,Mareeba,AU,-17.0,145.4333,69.44,96,91,1.97,overcast clouds
545,Guadalajara,MX,20.6667,-103.3333,82.98,35,0,5.75,clear sky
546,Matamoros,MX,25.5333,-103.25,86.11,28,0,4.61,clear sky
547,Kitimat,CA,54.0524,-128.6534,50.92,52,99,0.94,overcast clouds
548,Changji,CN,44.0167,87.3167,75.99,11,0,17.9,clear sky
549,Grand-Santi,GF,4.25,-54.3833,83.62,78,99,3.38,overcast clouds
550,Amposta,ES,40.7131,0.581,78.22,54,87,8.95,overcast clouds
551,Gimli,CA,50.6336,-96.9907,41.97,84,98,18.25,overcast clouds
552,Sibu,MY,2.3,111.8167,75.61,90,72,1.21,broken clouds
553,Butte,US,39.6499,-121.5677,74.37,43,0,6.91,clear sky
554,Samarai,PG,-10.6167,150.6667,80.87,79,29,9.01,scattered clouds
555,Marsa Matruh,EG,31.3525,27.2453,67.28,68,0,9.78,clear sky
556,Arlit,NE,18.7369,7.3853,103.69,6,3,6.38,clear sky
557,Raudeberg,NO,61.9875,5.1352,47.86,77,96,16.78,overcast clouds
558,Tomatlan,MX,19.9333,-105.25,90.37,38,99,6.38,overcast clouds
559,La Tuque,CA,47.4334,-72.7824,84.79,46,100,1.41,overcast clouds
560,Heide,DE,54.2,9.1,61.18,72,30,9.26,scattered clouds
561,Liverpool,GB,53.4106,-2.9779,71.06,58,20,7.0,few clouds
562,Mehamn,NO,71.0357,27.8492,40.91,79,40,7.81,scattered clouds
563,Nettuno,IT,41.4826,12.679,77.22,59,2,8.21,clear sky
564,Prokuplje,RS,43.2342,21.5881,76.28,66,51,7.23,broken clouds
565,Acobamba,PE,-11.3525,-75.6594,64.42,56,65,7.94,broken clouds
566,Lazaro Cardenas,MX,17.9583,-102.2,86.74,57,81,6.06,broken clouds
567,Kang,BW,-23.6752,22.7876,69.91,26,5,0.89,clear sky
568,Muswellbrook,AU,-32.2667,150.9,57.33,95,32,2.95,scattered clouds
569,Hofn,IS,64.2539,-15.2082,38.93,94,100,14.85,overcast clouds
570,Palana,RU,59.1167,159.9667,34.59,94,100,5.88,overcast clouds
571,Sukhumi,GE,43.0033,41.0153,61.47,77,42,3.33,scattered clouds
572,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,93,75,32.21,broken clouds
573,Barcelos,PT,41.5388,-8.6151,76.68,49,60,3.06,broken clouds
574,Kuryk,KZ,43.2,51.65,60.64,68,4,16.55,clear sky
575,Uravakonda,IN,14.95,77.2667,86.02,55,53,18.97,broken clouds
576,Andenes,NO,69.3143,16.1194,46.38,76,75,8.05,broken clouds
577,Boende,CD,-0.2167,20.8667,82.2,65,69,0.89,broken clouds
578,Praia,CV,14.9215,-23.5087,86.54,39,0,29.93,clear sky
579,Morehead,US,37.2711,-87.1764,82.85,61,40,6.91,scattered clouds
580,Elizabeth City,US,36.2946,-76.2511,74.01,84,100,9.22,overcast clouds
581,Roma,US,43.2128,-75.4557,81.95,54,0,3.0,clear sky
582,Bay City,US,43.5945,-83.8889,86.11,39,20,10.36,few clouds
583,Banda Aceh,ID,5.5577,95.3222,81.36,82,100,1.92,overcast clouds
584,Auki,SB,-8.7676,160.7034,76.86,89,50,1.74,scattered clouds
585,Eregli,TR,37.5133,34.0467,66.11,45,80,7.85,broken clouds
586,Coari,BR,-4.085,-63.1414,85.66,72,63,3.69,broken clouds
587,Porto Novo,BJ,6.4965,2.6036,84.83,70,88,10.11,overcast clouds
588,Sukumo,JP,32.9333,132.7333,56.66,78,41,6.91,scattered clouds
589,Inuvik,CA,68.3499,-133.7218,25.54,84,94,11.41,overcast clouds
590,Alenquer,BR,-1.9417,-54.7383,84.96,73,60,6.29,broken clouds
591,Nkhotakota,MW,-12.9274,34.2961,70.23,65,1,2.3,clear sky
592,Ulaangom,MN,49.9811,92.0667,54.99,21,0,0.27,clear sky
593,Kattivakkam,IN,13.2167,80.3167,85.06,82,97,20.11,overcast clouds
594,Bow Island,CA,49.8668,-111.3684,53.47,50,11,11.52,few clouds
595,Hibbing,US,47.4272,-92.9377,67.51,42,40,10.36,scattered clouds
596,Adeje,ES,28.1227,-16.726,76.01,64,100,5.75,overcast clouds
597,Aksarka,RU,66.5606,67.7975,40.55,99,99,11.63,light rain
598,Gat,IL,31.61,34.7642,89.4,43,100,4.32,overcast clouds
599,Puerto Escondido,MX,15.85,-97.0667,90.43,66,0,8.05,clear sky
600,Terrace Bay,CA,48.7834,-87.1,51.24,81,96,5.64,overcast clouds
601,Luohe,CN,33.5717,114.0353,56.84,57,100,7.14,overcast clouds
602,Mancora,PE,-4.1078,-81.0475,77.38,70,73,7.78,broken clouds
603,Mount Isa,AU,-20.7333,139.5,55.17,76,0,3.44,clear sky
604,Catalao,BR,-18.1658,-47.9464,83.91,34,32,9.75,scattered clouds
605,Honiara,SB,-9.4333,159.95,77.14,87,11,1.9,few clouds
606,Alta Floresta,BR,-9.8756,-56.0861,89.35,50,57,4.14,broken clouds
607,Brekstad,NO,63.687,9.6654,46.0,87,40,21.85,scattered clouds
608,Saint-Leu,RE,-21.15,55.2833,72.46,74,22,9.71,few clouds
609,Troy,US,42.6056,-83.1499,85.05,54,0,9.22,clear sky
610,Mozarlandia,BR,-14.7447,-50.5706,96.03,24,3,5.95,clear sky
611,Palmer,US,42.1584,-72.3287,84.47,53,75,4.61,broken clouds
612,Aktau,KZ,43.65,51.2,61.38,67,26,14.83,scattered clouds
613,Mikhaylovskoye,RU,51.8239,79.7172,63.46,64,100,5.44,overcast clouds
614,Dahra,DZ,36.2546,0.8519,79.86,40,53,6.91,broken clouds
615,Hurghada,EG,27.2574,33.8129,80.44,51,36,10.87,scattered clouds
616,Mundo Nuevo,MX,18.7,-95.5,84.9,58,1,7.27,clear sky
617,Yumen,CN,40.2833,97.2,51.82,25,91,8.48,overcast clouds
618,Abu Kamal,SY,34.4506,40.9171,85.44,15,79,7.25,broken clouds
619,Filadelfia,US,39.9523,-75.1638,71.01,93,100,5.75,light rain
620,Majene,ID,-3.5403,118.9707,78.48,86,100,4.76,overcast clouds
621,Zabid,YE,14.1951,43.3152,91.44,43,0,4.27,clear sky
622,Saint-Georges,GD,12.0564,-61.7485,85.68,70,20,26.46,few clouds
623,Saint-Francois,FR,46.4154,3.9054,76.44,41,0,5.75,clear sky
624,Wilmington,US,34.2257,-77.9447,81.0,78,20,10.36,light rain
625,Myitkyina,MM,25.3833,97.4,73.63,99,97,2.39,overcast clouds
626,Lokoja,NG,7.8024,6.743,92.95,43,90,7.96,overcast clouds
627,Santona,ES,43.4439,-3.4576,67.32,85,100,9.95,light rain
628,Kysyl-Syr,RU,63.8986,122.7617,23.61,89,6,4.18,clear sky
629,Takoradi,GH,4.8845,-1.7554,82.58,78,90,8.5,light rain
630,Mezen,RU,65.8522,44.24,48.56,88,58,8.37,broken clouds
631,Forbes,AU,-33.3833,148.0167,64.92,94,76,1.28,broken clouds
632,Srednekolymsk,RU,67.45,153.6833,23.49,95,100,10.25,light snow
633,Grand Falls,CA,47.0461,-67.7418,78.46,49,95,5.21,overcast clouds
634,Prnjavor,BA,44.8703,17.6628,74.46,69,97,4.45,overcast clouds
635,Whitehorse,CA,60.7161,-135.0538,38.1,53,100,3.0,overcast clouds
636,Wahiawa,US,21.5028,-158.0236,72.37,79,0,3.44,clear sky
637,Umuarama,BR,-23.7664,-53.325,72.73,70,100,7.47,heavy intensity rain
638,Siyabuswa,ZA,-25.1132,29.0445,69.91,31,4,1.16,clear sky
639,Ahar,IR,38.4774,47.0699,58.69,34,2,5.93,clear sky
640,La Rioja,ES,42.25,-2.5,60.58,92,100,2.08,overcast clouds
641,High Level,CA,58.5169,-117.136,48.31,87,100,6.91,light rain
642,Kameno,BG,42.5667,27.3,70.09,56,55,8.05,broken clouds
643,Bodo,NO,67.28,14.405,48.65,86,75,21.85,broken clouds
644,Moyale,KE,3.5167,39.0584,68.43,69,63,4.18,broken clouds
645,Worthington,US,40.0931,-83.018,82.98,52,40,3.44,scattered clouds
646,Porangatu,BR,-13.4408,-49.1486,93.33,26,87,5.08,overcast clouds
647,Brownwood,US,31.7093,-98.9912,91.4,41,0,4.79,clear sky
648,Santo Antonio Do Ica,BR,-3.1022,-67.9397,85.1,75,86,3.4,moderate rain
649,Mogadishu,SO,2.0371,45.3438,81.19,80,69,15.01,broken clouds
650,Campbell River,CA,50.0163,-125.2446,48.6,90,100,4.27,overcast clouds
651,Coroneo,MX,20.1333,-100.3333,76.23,19,9,5.26,clear sky
652,Kuala Terengganu,MY,5.3302,103.1408,80.55,89,20,3.44,few clouds
653,Mawlaik,MM,23.6333,94.4167,76.5,92,34,1.86,scattered clouds
654,Saint-Joseph,RE,-21.3667,55.6167,71.98,77,41,12.75,scattered clouds
655,Joshimath,IN,30.5667,79.5667,66.45,66,73,5.26,broken clouds
656,Joinville,BR,-26.3044,-48.8456,76.1,64,100,4.72,overcast clouds
657,Altamira,BR,-3.2033,-52.2064,87.89,70,40,6.91,scattered clouds
658,Tessalit,ML,20.1986,1.0114,98.65,5,0,11.25,clear sky
659,Along,IN,28.1667,94.7667,69.84,99,100,1.72,overcast clouds
660,Port Hedland,AU,-20.3167,118.5667,69.85,88,2,6.91,clear sky
661,Saint-Denis,FR,48.9167,2.3333,75.34,41,0,5.75,clear sky
662,Veraval,IN,20.9,70.3667,83.64,79,0,13.53,clear sky
663,Labuhan,ID,-6.8844,112.2051,80.04,85,90,3.98,overcast clouds
664,Pho Chai,TH,16.3283,103.7703,87.82,66,79,5.66,broken clouds
665,Lokosovo,RU,61.1333,74.8167,57.34,78,100,8.05,overcast clouds
666,Marsh Harbour,BS,26.5412,-77.0636,78.46,78,21,14.32,few clouds
667,Mbekenyera,TZ,-10.0,38.9833,71.19,70,50,4.79,scattered clouds
668,Sabang,ID,5.8933,95.3214,83.82,75,100,3.15,overcast clouds
669,Kalianget,ID,-7.05,113.9333,82.85,77,100,6.31,overcast clouds
670,Santa Cruz Cabralia,BR,-16.2781,-39.0247,79.03,69,75,8.05,broken clouds
671,Pangkalanbuun,ID,-2.6833,111.6167,78.03,89,100,1.99,overcast clouds
672,Svetlaya,RU,46.5389,138.3297,43.81,72,100,7.58,overcast clouds
673,Mbandaka,CD,0.0487,18.2603,75.22,85,79,3.4,broken clouds
674,Florianopolis,BR,-27.6146,-48.5012,72.63,75,40,11.5,scattered clouds
675,Chara,RU,56.9064,118.2631,33.85,80,56,2.08,broken clouds
676,Kaabong,UG,3.4836,34.1492,70.66,60,53,10.22,broken clouds
677,Dahuk,IQ,36.8695,42.994,71.56,30,19,5.03,few clouds
678,Oranjemund,NA,-28.55,16.4333,57.15,77,0,16.62,clear sky
679,Cascais,PT,38.6979,-9.4215,71.51,71,20,15.01,few clouds
